TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr1	mouse chr1	0.0147589786927772	-4.21590365646013	395	58	0.0217309853877857	2669	24173	59287,74205,16764,14130,16011,67792,17248,19737,170760,13800,12765,77264,16331,17219,320404,20822,108000,20343,18933,19130,214498,52392,26424,54139,269180,11931,381293,213056,269152,19775,100040766,16324,16865,11545,16329,116914,12633,75605,98403,110957,20652,54354,269116,19250,98660,12523,619597,381290,100039596,16524,59125,209456,17700,11352,68549,18514,26895,17082	Ncstn,Acsl3,Aff3,Fcgr2b,Igfbp5,Rgs8,Mdm4,Rgs5,Acbd3,Enah,Cxcr2,Zfp142,Inpp5d,Mcm6,Itpkb,Ro60,Cenpf,Sell,Prrx1,Prox1,Cdc73,D1Ertd622e,Nr5a2,Irf6,Inpp4a,Atp1b1,Kif14,Fam126b,Kif26b,Xpr1,Mroh2a,Inhbb,Eif2d,Parp1,Inpp1,Slc19a2,Cflar,Kdm5b,Zfp451,D1Pas1,Soat1,Rassf5,Nfasc,Ptpn14,Atp1a2,Cd84,Gal3st2c,Atp2b4,Tcf24,Kcnj9,Nek7,Trp53bp2,Mstn,Abl2,Sgo2a,Pbx1,Cops7b,Il1rl1
mouse chr3|3	mouse chr3|3	0.0147905071765013	-4.21376971099469	831	112	0.0419632821281379	2669	24173	211550,16649,78523,229780,74200,70652,14865,329727,17306,433638,667060,69608,360213,319190,67549,67006,100303744,329693,58869,433667,70604,99650,329731,241943,77559,71913,76897,66641,99586,75769,20447,56195,68183,55994,72607,56224,241919,73251,229672,214191,71807,78266,64580,68151,320024,67890,75624,72023,56376,140917,66471,54673,56758,118449,58193,229877,17156,242202,14867,381463,14707,19338,214459,71793,329716,75540,14547,18441,56790,212114,215708,100503311,74645,170753,73182,12167,229600,214133,22239,76893,13175,99526,67120,12870,229474,56692,56629,22156,23908,99887,68911,26938,242083,72121,76742,66371,70560,17112,637004,72162,23897,12038,433586,108943,229905,80281,70285,57912,72007,214804,56544,76089	Tifa,Kpna4,Mrpl9,Trmt13,Khdc4,Tmem144,Gstm4,Dennd2c,Sypl2,I830077J02Rik,Vmn2r5,Sec24d,Trim46,Hist2h2be,Gpr89,Cisd2,Sprr2a2,Fcrl5,Pex5l,Ankrd13c,Dnajb14,4933434E20Rik,Tafa3,Ccdc144b,Agl,Tmem79,Ralyl,Sike1,Dpyd,Plppr5,St6galnac3,Ptbp2,Bcas2,Smad9,Usp13,Tspan5,Slc7a14,Setd7,Bcl2l15,Ttc24,Tars2,Zfp687,Ndst4,Wls,Nceh1,Ufm1,Metap1,Cyb561d1,Pdlim5,Dclre1b,Anp32e,Sh3glb1,Mbnl1,Synpo2,Extl2,Rap1gds1,Man1a2,Pde5a,Gstm6,Nr1h5,Gng5,Rab33b,Fnbp1l,Ints12,BC107364,Fpgt,Gdap2,P2ry1,Supt20,Nhlrc3,Miga1,Pifo,Tent5c,Zfp704,Pear1,Bmpr1b,BC028528,Tet2,Ugt8a,Cers2,Dclk1,Usp53,Ttc14,Cp,Fhdc1,Lamtor3,Dnase2b,Tuft1,Hs2st1,Tmem56,Pygo2,St6galnac5,Ppm1l,Dennd2d,Snx27,Chmp4c,Wars2,Tm4sf1,Vmn2r3,Dhx36,Hax1,Bche,Maml3,Trmt10a,Kyat3,Cttnbp2nl,Rpf1,Cdc42se1,Fndc3b,Syde2,Vmn2r1,Rapgef2
mouse chr5|5	mouse chr5|5	0.0183829797525527	-3.99633005590437	987	130	0.0487073810415886	2669	24173	208151,231834,17713,74239,16069,68939,231807,208908,107823,72399,71176,79464,209683,101023,69663,66593,94061,68666,68294,71772,77045,70381,56041,106840,231866,384221,69568,71990,269643,76792,23881,67249,97243,22307,74504,231633,56715,100910,23857,22241,17527,212167,100647,68184,231760,58805,14467,231868,280662,67956,72154,68095,140780,74096,19822,67848,68955,55985,72195,75750,231147,231474,231713,319772,17341,68420,74198,53890,15467,13874,13801,80290,242860,65254,269702,76261,74051,66455,54201,72650,74781,66537,207565,108086,269629,78829,269642,381667,20602,231832,231672,56455,19046,231093,22629,545798,231861,66899,269633,231600,19744,74254,75560,69587,117590,11787,68303,622894,71778,72587,333050,231841,381695,108151,67151,54188,19712,74919,245880,12123,50907,76199,71101,117109,231207,243312,100737,231724,212919,215476	Tmem132b,Snx8,Grpel1,Iqce,Jchain,Rasl11b,Map11,Ccdc62,Nsd2,Brap,Fbxo24,Lias,Ttc28,Zfp513,Ddx51,Diablo,Mrpl1,Svop,Mfsd10,Plbd2,Bcl7a,Tecpr1,Uso1,Unc119b,Zfp12,Vmn2r17,Vkorc1l1,Ddx54,Ppp2r2c,2410131K14Rik,G3bp2,Tbc1d19,Naa11,Vmn2r10,Fam53a,Tmem119,Rabgef1,Chpf2,Dmtf1,Ulk1,Mpv17,Gsap,Upk3b,Denr,Rimbp2,Mlxipl,Nipsnap2,E130309D02Rik,Afm,Kmt5a,Zfp157,Ociad1,Bmp2k,Hvcn1,Rnf4,Ddx55,Srrm4,Cxcl13,Supt7l,Slc10a6,Sh3tc1,Paqr3,Naa25,C130050O18Rik,Bhlha15,Ankrd13a,Dtx2,Sart3,Eif2ak1,Ereg,Enam,Gpr146,Rsbn1l,Dpysl5,Mphosph9,0610040J01Rik,Steap2,Cnpy4,Zfp316,2810006K23Rik,Wipi2,Pomp,Camkk2,Rnf216,Lhfpl3,Tsc22d4,Nat8l,Lrcol1,Ncor2,Tmem184a,Fbxw8,Dynll1,Ppp1cb,Agbl5,Ywhah,Tmem233,Tnrc18,Fip1l1,Wdr86,Chfr,Rheb,Gpn1,Ep400,Pcgf3,Asb10,Apbb2,Fam114a1,Gm6367,Klhl5,Pan3,Ksr2,Brat1,N4bp2l2,Sema3d,Psmd9,Cpsf4,Rest,Slc35f6,Wasf3,Hrk,Preb,Med13l,Uvssa,Pop5,Cpeb2,Elfn1,Dcun1d4,Rad9b,Kctd7,Prr14l
mouse chr12|12 C3	mouse chr12|12 C3	0.0195107213488556	-3.93679115174227	70	14	0.00524541026601723	2669	24173	238257,217684,72338,27260,211151,20474,56217,75627,20476,19042,80837,26932,208846,328133	Tmem30b,Susd6,Wdr89,Plek2,Churc1,Six4,Mpp5,Snapc1,Six6,Ppm1a,Rhoj,Ppp2r5e,Daam1,Slc39a9
mouse chr1|1 B	mouse chr1|1 B	0.0200755656360017	-3.90825184340669	77	15	0.00562008242787561	2669	24173	16182,381338,20353,16174,226982,211798,263764,214469,214855,170771,100534273,320705,320011,211383,226971	Il18r1,Lonrf2,Sema4c,Il18rap,Eif5b,Mfsd9,Creg2,Fam168b,Arid5a,Khdrbs2,Fer1l5,Bend6,Uggt1,Amer3,Plekhb2
mouse chr10|10 B1	mouse chr10|10 B1	0.0242997973545447	-3.71728726798956	33	8	0.00299737729486699	2669	24173	319638,270711,72472,19714,103511,71924,78334,67371	Nt5dc1,Calhm4,Slc16a10,Rev3l,Calhm5,Tube1,Cdk19,Gtf3c6
mouse chr18|18	mouse chr18|18	0.0244363203177706	-3.71168471584336	446	63	0.0236043461970776	2669	24173	93701,15562,67180,104027,77805,76594,225743,93708,106952,93724,93717,93702,93709,93713,269033,93723,93707,108654,114663,93710,22694,212163,225724,59057,72747,67974,93716,67665,93703,93700,225631,66306,240283,93722,93712,329003,93889,93714,225363,70791,93699,13505,381148,240427,56515,13664,24068,93711,93715,93890,69597,93705,277250,240442,93737,240479,24074,269037,17714,93876,93704,225583,107035	Pcdhgb4,Htr4,Yipf5,Synpo,Esco1,Dnajc18,Rnf165,Pcdhgc5,Arap3,Pcdhga12,Pcdhga9,Pcdhgb5,Pcdhga1,Pcdhga5,4930503L19Rik,Pcdhga11,Pcdhgc4,Fam210a,Impa2,Pcdhga2,Zfp35,8030462N17Rik,Mapk4,Zfp24,Ttc39c,Ccny,Pcdhga8,Dctn4,Pcdhgb6,Pcdhgb2,Onecut2,Fam53c,Dmxl1,Pcdhga10,Pcdhga4,Zfp516,Pcdhb18,Pcdhga6,Etf1,Hars2,Pcdhgb1,Dsc1,Prob1,Setbp1,Rnf138,Eif1a,Sra1,Pcdhga3,Pcdhga7,Pcdhb19,Afg3l2,Pcdhgb8,Kdm3b,Adnp2,Pard6g,Dipk1c,Taf7,Ctif,Grpel2,Pcdhb5,Pcdhgb7,Minar2,Fbxo38
mouse chr1|1 E4	mouse chr1|1 E4	0.0250906818840901	-3.68525874144859	93	17	0.00636942675159236	2669	24173	68507,226422,14270,329252,226432,98396,213464,26361,210417,240753,329260,20643,329251,213006,68724,57439,213452	Ppfia4,Rab29,Srgap2,Lgr6,Ipo9,Slc41a1,Rbbp5,Avpr1b,Thsd7b,Plekha6,Dennd1b,Snrpe,Ppp1r12b,Mfsd4a,Arl8a,Tmem183a,Dstyk
mouse chr3|3 H1	mouse chr3|3 H1	0.0251732386305353	-3.6819738078486	16	5	0.00187336080929187	2669	24173	229905,56224,229877,12167,56376	Kyat3,Tspan5,Rap1gds1,Bmpr1b,Pdlim5
mouse chr8|8 C1	mouse chr8|8 C1	0.0283178985662622	-3.56426121607852	22	6	0.00224803297115024	2669	24173	622675,75141,70823,78514,76775,109136	Zfp827,Rasd2,Hmgxb4,Arhgap10,Slc10a7,Mmaa
mouse chr1|1 C3	mouse chr1|1 C3	0.028793904783034	-3.54759155371702	34	8	0.00299737729486699	2669	24173	12021,69660,329178,56695,381270,271711,57751,319651	Bard1,Tmbim1,Unc80,Pnkd,March4,Tmem169,Rnf25,Usp37
mouse chr7|7 F1	mouse chr7|7 F1	0.0291905532360605	-3.53391014136456	28	7	0.00262270513300862	2669	24173	233789,233765,50781,21676,57342,233744,100504195	Smg1,Plekha7,Dkk3,Tead1,Parva,Spon1,Micalcl
mouse chr9|9 C	mouse chr9|9 C	0.0328639095477959	-3.41538019755855	61	12	0.00449606594230049	2669	24173	68318,18247,74388,214424,70549,208117,214425,68014,56741,66939,76459,56404	Aph1c,Oaz2,Dpp8,Parp16,Tln2,Aph1b,Cilp,Zwilch,Igdcc4,Aagab,Car12,Trip4
mouse chr4|4 C1	mouse chr4|4 C1	0.0334276293118777	-3.39837249605492	7	3	0.00112401648557512	2669	24173	66290,56079,230279	Atp6v1g1,Astn2,Tmem268
mouse chr1 H5|1 84.93 cM	mouse chr1 H5|1 84.93 cM	0.0338711683848166	-3.38519111659106	3	2	0.000749344323716748	2669	24173	209456,13800	Trp53bp2,Enah
mouse chr13 C1|13 40.15 cM	mouse chr13 C1|13 40.15 cM	0.0338711683848166	-3.38519111659106	3	2	0.000749344323716748	2669	24173	20499,105243	Slc12a7,Slc9a3
mouse chr11 E1|11 66.48 cM	mouse chr11 E1|11 66.48 cM	0.0338711683848166	-3.38519111659106	3	2	0.000749344323716748	2669	24173	14580,52715	Gfap,Ccdc43
mouse chr3 F1|3 39.19 cM	mouse chr3 F1|3 39.19 cM	0.0338711683848166	-3.38519111659106	3	2	0.000749344323716748	2669	24173	11444,16194	Chrnb2,Il6ra
mouse chr12|12 D1	mouse chr12|12 D1	0.0344107302734518	-3.36938683668793	48	10	0.00374672161858374	2669	24173	69480,105000,627191,66204,170721,217692,77219,217718,171210,67039	Ttc9,Dnal1,Syndig1l,Acyp1,Papln,Sipa1l1,Ptgr2,Nek9,Acot2,Rbm25
mouse chr7|7 F4	mouse chr7|7 F4	0.0403912374639721	-3.20914241199617	56	11	0.00412139378044211	2669	24173	258954,258958,77252,74237,76484,258511,258513,258963,57740,212503,18345	Olfr522,Olfr525,9430038I01Rik,Tubgcp2,Kndc1,Olfr523,Olfr536,Olfr539,Stk32c,Paox,Olfr46
mouse chr9	mouse chr9	0.0411090976367009	-3.19152582828404	322	46	0.0172349194454852	2669	24173	270192,16835,67095,17433,19883,17918,382117,20840,93730,20669,22688,69459,270166,14739,17999,13813,12402,22619,74249,18746,21683,21813,110350,102680,22003,110637,17920,102644,16521,76257,56441,12772,18087,19882,671232,15983,18854,83493,19143,76524,69981,382074,74100,54698,102791,66079	Rab6b,Ldlr,Trak1,Mobp,Rora,Myo5a,Tcaim,Stac,Lztfl1,Sox14,Zfp26,Ubl7,Clpx,S1pr2,Nedd4,Eomes,Cbl,Siae,Lrrc2,Pkm,Tecta,Tgfbr2,Dync2h1,Slc6a20a,Tpm1,Grik4,Myo6,Oaf,Kcnj5,Slc38a3,Naa80,Ccr2,Nktr,Mst1r,Topaz1,Ifrd2,Pml,Sacm1l,St14,Cln6,Tmem30a,Foxr1,Arpp21,Crtam,Tcta,Tmem42
mouse chr8|8 E1	mouse chr8|8 E1	0.0413836501735664	-3.18486939949744	128	21	0.00786811539902585	2669	24173	270097,72325,12398,68918,69581,320869,30947,209239,57321,68718,67443,142682,77087,22224,76454,56690,353287,234814,20444,234854,57340	Vat1l,Vps9d1,Cbfa2t3,1190005I06Rik,Rhou,Spata33,Adat1,Gan,Terf2ip,Rnf166,Map1lc3b,Zcchc14,Ankrd11,Usp10,Fbxo31,Mlycd,Clec18a,Mthfsd,St3gal2,Cdk10,Jph3
mouse chr16|16 B1	mouse chr16|16 B1	0.0456153678796363	-3.08751060433426	37	8	0.00299737729486699	2669	24173	75826,224055,71751,67838,66664,210126,107522,72190	Senp2,Rtp2,Map3k13,Dnajb11,Tmem41a,Lpp,Ece2,2510009E07Rik
mouse chr3|3 C	mouse chr3|3 C	0.0456153678796363	-3.08751060433426	37	8	0.00299737729486699	2669	24173	73251,212114,13175,56790,19338,67890,433586,55994	Setd7,Nhlrc3,Dclk1,Supt20,Rab33b,Ufm1,Maml3,Smad9
mouse chr7|7 D2	mouse chr7|7 D2	0.0485147485663107	-3.02588743311522	31	7	0.00262270513300862	2669	24173	67666,68048,103968,18975,11778,77011,209225	Hapln3,Aen,Plin1,Polg,Ap3s2,Ticrr,Zfp710
mouse chr15 E1|15 37.85 cM	mouse chr15 E1|15 37.85 cM	0.0491685336213925	-3.01250142063076	8	3	0.00112401648557512	2669	24173	18591,52609,73340	Pdgfb,Cbx7,Nptxr
mouse chr3|3 H2	mouse chr3|3 H2	0.0598416238387164	-2.81605380934191	26	6	0.00224803297115024	2669	24173	14707,54673,70285,214804,56629,23908	Gng5,Sh3glb1,Rpf1,Syde2,Dnase2b,Hs2st1
mouse chr5|5 B1	mouse chr5|5 B1	0.060518804414951	-2.80480114546282	74	13	0.00487073810415886	2669	24173	101023,22629,65254,72195,19046,231093,71101,17527,50907,215476,74254,74919,74504	Zfp513,Ywhah,Dpysl5,Supt7l,Ppp1cb,Agbl5,Uvssa,Mpv17,Preb,Prr14l,Gpn1,Slc35f6,Fam53a
mouse chr6|6	mouse chr6|6	0.0607654169377258	-2.80073445220467	855	109	0.0408392656425628	2669	24173	94071,338523,194388,68235,171194,232174,319832,75647,113852,113864,23845,78783,66881,259302,68198,232539,67729,667180,319776,171199,114142,19277,74354,66964,101142,69228,101187,320407,22200,67246,231999,55983,243499,208647,68498,232341,56552,192196,74375,330390,74741,77827,66488,66087,54343,78653,11569,67602,171198,330401,101358,74525,545874,232430,232679,76223,22591,71183,264134,69538,209032,330319,109135,258270,72895,231931,58182,232286,320727,330361,69938,232337,243407,171205,113856,107607,243621,81896,73149,78937,108653,213233,381812,76788,72649,258292,320127,27418,113863,330450,320538,12390,67027,72306,78412,414084,78600,18844,80283,70047,208164,113849,69834,57905,67533,64658,330440,66797,74244	Clec2h,Kdm7a,Tet3,Mturn,Vmn1r4,Cyp26b1,Tmem229a,Ssmem1,Vmn1r50,Vmn1r14,Clec5a,Brpf1,Pcyox1,Srgap3,Ndufb2,Klhl42,Mansc1,Vmn2r20,Tmem72,Vmn1r18,Foxp2,Ptpro,Lrguk,Golt1b,Itfg2,Zfp746,Parp11,Klri2,Uba3,Resf1,Plekha8,Pdzrn3,Lrrtm4,Creb3l2,Tspan11,Wnk1,Vmn2r26,Luc7l2,Gcc1,Gm765,C2cd5,Krba1,Fam136a,Emc3,Atf7ip,Bola3,Aebp2,Necap1,Vmn1r28,Tmcc1,Fbxl14,Fam234b,Vmn2r25,Crebl2,Zc3hc1,Agbl3,Xpc,Clec12b,Ttc26,Antxr1,Zc3hav1l,Wipf3,Plekha5,Olfr448,Setd5,Gimap6,Prokr1,Tmf1,Ipo8,Gcfc2,Scrn1,Zfp637,Qrfprl,Vmn1r8,Vmn1r46,Nod1,Iqsec3,Ift122,Clec4a3,Avl9,Rimklb,Tapbpl,Cracr2a,Klhdc10,Tmem209,Olfr446,Dgki,Mkln1,Vmn1r15,Far2,Ubn2,Cav2,Mkrn2,Zfp777,Cyren,Tnip3,Pde6h,Plxna1,Abtb1,Trnt1,Fam180a,Vmn1r52,Rab43,Isy1,Ppfibp1,Mrps25,Sult6b2,Cntnap2,Atg7
mouse chr12|12 C1	mouse chr12|12 C1	0.0615810833720783	-2.78740054371949	46	9	0.00337204945672537	2669	24173	665155,24067,56784,66689,76826,112407,70846,100101806,72658	Srp54b,Srp54a,Ralgapa1,Klhl28,Nubpl,Egln3,Ttc6,Srp54c,2700097O09Rik
mouse chr15|15 D1	mouse chr15|15 D1	0.0615810833720783	-2.78740054371949	46	9	0.00337204945672537	2669	24173	105853,69694,105837,117586,68260,67819,239463,67731,223601	Mal2,Tatdn1,Mtbp,A1bg,Trmt12,Derl1,Fam83a,Fbxo32,Fam49b
mouse chr19|19 C2	mouse chr19|19 C2	0.0617649178731272	-2.78441974766109	20	5	0.00187336080929187	2669	24173	226098,208922,72514,53412,70567	Hectd2,Cpeb3,Fgfbp3,Ppp1r3c,Fra10ac1
mouse chr2 H1|2 75.41 cM	mouse chr2 H1|2 75.41 cM	0.0628085714562577	-2.76766372666468	4	2	0.000749344323716748	2669	24173	14950,16569	H13,Kif3b
mouse chr1 C1.1|1 26.99 cM	mouse chr1 C1.1|1 26.99 cM	0.0628085714562577	-2.76766372666468	4	2	0.000749344323716748	2669	24173	17700,16329	Mstn,Inpp1
