TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr11 B2|11 38.46 cM	mouse chr11 B2|11 38.46 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22187	Ubb
mouse chr9 A5.1|9 21.55 cM	mouse chr9 A5.1|9 21.55 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	15481	Hspa8
mouse chr2|2 C1.2	mouse chr2|2 C1.2	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	56878	Rbms1
mouse chr19 C3|19 34.26 cM	mouse chr19 C3|19 34.26 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	17060	Blnk
mouse chr6 F3|6 61.57 cM	mouse chr6 F3|6 61.57 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16485	Kcna1
mouse chr2 A1|2 8.97 cM	mouse chr2 A1|2 8.97 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16169	Il15ra
mouse chrX|X A7.1-A7.2	mouse chrX|X A7.1-A7.2	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14266	Aff2
mouse chr17 C|17 27.86 cM	mouse chr17 C|17 27.86 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18519	Kat2b
mouse chr16 C4|16 55.86 cM	mouse chr16 C4|16 55.86 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16516	Kcnj15
mouse chr19 D2|19 54.18 cM	mouse chr19 D2|19 54.18 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14585	Gfra1
mouse chr1 C5|1 42.0 cM	mouse chr1 C5|1 42.0 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16367	Irs1
mouse chr6 B2.1|6 20.54 cM	mouse chr6 B2.1|6 20.54 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12366	Casp2
mouse chr5 B2|5 17.9 cM	mouse chr5 B2|5 17.9 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11518	Add1
mouse chr11 C|11 49.84 cM	mouse chr11 C|11 49.84 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	20292	Ccl11
mouse chr4 E2|4 87.61 cM	mouse chr4 E2|4 87.61 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13542	Dvl1
mouse chr4 D2.2|4 57.36 cM	mouse chr4 D2.2|4 57.36 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16918	Mycl
mouse chr17 B1|17 16.93 cM	mouse chr17 B1|17 16.93 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12411	Cbs
mouse chr8 B1.1|8 26.32 cM	mouse chr8 B1.1|8 26.32 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	234219	Helt
mouse chr17 B1|17 18.54 cM	mouse chr17 B1|17 18.54 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22321	Vars
mouse chr2 C2|2 42.61 cM	mouse chr2 C2|2 42.61 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13390	Dlx1
mouse chr7 B5|7 33.42 cM	mouse chr7 B5|7 33.42 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	15204	Herc2
mouse chr11 A1|11 7.3 cM	mouse chr11 A1|11 7.3 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12808	Cobl
mouse chr5 G2|5 77.65 cM	mouse chr5 G2|5 77.65 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18590	Pdgfa
mouse chr8 C2|8 38.68 cM	mouse chr8 C2|8 38.68 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	74841	Usp38
mouse chr13 A5|13 24.9 cM	mouse chr13 A5|13 24.9 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12022	Barx1
mouse chr1 E4|1 57.42 cM	mouse chr1 E4|1 57.42 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	269116	Nfasc
mouse chr11 E1|11 71.89 cM	mouse chr11 E1|11 71.89 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13929	Amz2
mouse chr9 F4|9 72.5 cM	mouse chr9 F4|9 72.5 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22354	Vipr1
mouse chr7 C|7 34.65 cM	mouse chr7 C|7 34.65 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11784	Apba2
mouse chr6 C1|6 32.16 cM	mouse chr6 C1|6 32.16 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22644	Rnf103
mouse chr12 A3|12 15.78 cM	mouse chr12 A3|12 15.78 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11622	Ahr
mouse chr4 C7|4 51.32 cM	mouse chr4 C7|4 51.32 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12580	Cdkn2c
mouse chr14 D3|14 40.44 cM	mouse chr14 D3|14 40.44 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	21807	Tsc22d1
mouse chr5 F|5 53.36 cM	mouse chr5 F|5 53.36 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	269682	Golga3
mouse chr9 F4|9 73.23 cM	mouse chr9 F4|9 73.23 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22646	Zfp105
mouse chr11 A5|11 24.97 cM	mouse chr11 A5|11 24.97 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14394	Gabra1
mouse chr14 D3|14 42.76 cM	mouse chr14 D3|14 42.76 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18530	Pcdh8
mouse chr2 E3|2 56.63 cM	mouse chr2 E3|2 56.63 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12064	Bdnf
mouse chr8 C1|8 36.34 cM	mouse chr8 C1|8 36.34 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	110784	Nr3c2
mouse chr7 B3|7 28.3 cM	mouse chr7 B3|7 28.3 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	68668	Klk5
mouse chr9 A5.1-A5.2|9 24.72 cM	mouse chr9 A5.1-A5.2|9 24.72 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12402	Cbl
mouse chr13 A2|13 7.67 cM	mouse chr13 A2|13 7.67 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	19720	Trim27
mouse chr1 E2.3|1 52.29 cM	mouse chr1 E2.3|1 52.29 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16324	Inhbb
mouse chr2 H3|2 95.66 cM	mouse chr2 H3|2 95.66 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	66679	Rae1
mouse chr19 C3|19 38.09 cM	mouse chr19 C3|19 38.09 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18504	Pax2
mouse chr5 B2|5 17.83 cM	mouse chr5 B2|5 17.83 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14184	Fgfr3
mouse chr6 E3|6 53.05 cM	mouse chr6 E3|6 53.05 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	15465	Hrh1
mouse chr5 F|5 53.86 cM	mouse chr5 F|5 53.86 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	433938	Mn1
mouse chr19|19 C3-D1	mouse chr19|19 C3-D1	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	20874	Slk
mouse chr11 E2|11 84.56 cM	mouse chr11 E2|11 84.56 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14104	Fasn
mouse chr7 B3|7 29.41 cM	mouse chr7 B3|7 29.41 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14344	Fut2
mouse chr9 E1|9 43.36 cM	mouse chr9 E1|9 43.36 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14629	Gclc
mouse chr17 A1|17 8.9 cM	mouse chr17 A1|17 8.9 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	21646	Tcte2
mouse chr7 B3|7 28.5 cM	mouse chr7 B3|7 28.5 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16618	Klk1b26
mouse chr12 A1.1|12 1.88 cM	mouse chr12 A1.1|12 1.88 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13528	Dtnb
mouse chr2 84.44 cM|2 H3	mouse chr2 84.44 cM|2 H3	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11486	Ada
mouse chr9 C|9 36.27 cM	mouse chr9 C|9 36.27 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22003	Tpm1
mouse chr6 G2|6 69.7 cM	mouse chr6 G2|6 69.7 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18705	Pik3c2g
mouse chr7 F2|7 65.04 cM	mouse chr7 F2|7 65.04 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12585	Cdr2
mouse chr8 A4|8 23.05 cM	mouse chr8 A4|8 23.05 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	50768	Dlc1
mouse chr19 A|19 5.1 cM	mouse chr19 A|19 5.1 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18797	Plcb3
mouse chr5 G1.3|5 68.32 cM	mouse chr5 G1.3|5 68.32 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	110006	Gusb
mouse chr6 G1|6 69.02 cM	mouse chr6 G1|6 69.02 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	109593	Lmo3
mouse chr15 D1|15 23.31 cM	mouse chr15 D1|15 23.31 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	15117	Has2
mouse chr4 C5|4 44.71 cM	mouse chr4 C5|4 44.71 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13109	Cyp2j5
mouse chr10 D2|10 67.33 cM	mouse chr10 D2|10 67.33 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	74053	Grip1
mouse chr15 B3.1|15 16.69 cM	mouse chr15 B3.1|15 16.69 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11600	Angpt1
mouse chr19 A|19 6.23 cM	mouse chr19 A|19 6.23 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14319	Fth1
mouse chr10 A1|10 2.26 cM	mouse chr10 A1|10 2.26 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18537	Pcmt1
mouse chr7 F5|7 88.26 cM	mouse chr7 F5|7 88.26 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	244237	Tnfrsf26
mouse chr4 D1|4 53.07 cM	mouse chr4 D1|4 53.07 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	140477	Dmbx1
mouse chr19 A|19 9.11 cM	mouse chr19 A|19 9.11 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	21888	Tle4
mouse chr16 A3|16 11.14 cM	mouse chr16 A3|16 11.14 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22363	Vpreb2
mouse chr10 B2|10 23.01 cM	mouse chr10 B2|10 23.01 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12484	Cd24a
mouse chr10 D2|10 66.32 cM	mouse chr10 D2|10 66.32 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	17246	Mdm2
mouse chr10 D3|10 74.35 cM	mouse chr10 D3|10 74.35 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	52468	Ctdsp2
mouse chr5 G2|5 74.93 cM	mouse chr5 G2|5 74.93 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12739	Cldn3
mouse chr3 G1|3 50.49 cM	mouse chr3 G1|3 50.49 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	114301	Palmd
mouse chr6 E3|6 53.62 cM	mouse chr6 E3|6 53.62 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	110157	Raf1
mouse chr7 F3|7 69.06 cM	mouse chr7 F3|7 69.06 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	20399	Sh2b1
mouse chr5 C3.3|5 40.63 cM	mouse chr5 C3.3|5 40.63 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12753	Clock
mouse chr1 E2.3|1 52.17 cM	mouse chr1 E2.3|1 52.17 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14633	Gli2
mouse chr17 B1|17 18.4 cM	mouse chr17 B1|17 18.4 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	27632	Nelfe
mouse chr9|9 F1-F2	mouse chr9|9 F1-F2	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11848	Rhoa
mouse chr5 G3|5 88.48 cM	mouse chr5 G3|5 88.48 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11987	Slc7a1
mouse chr17 A1|17 3.67 cM	mouse chr17 A1|17 3.67 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	321007	Serac1
mouse chr9 A3|9 7.66 cM	mouse chr9 A3|9 7.66 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13433	Dnmt1
mouse chr7 F4|7 84.57 cM	mouse chr7 F4|7 84.57 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14912	Nkx6-2
mouse chr19 C1|19 28.14 cM	mouse chr19 C1|19 28.14 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	19211	Pten
mouse chr5 B3|5 21.14 cM	mouse chr5 B3|5 21.14 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	15476	Hs3st1
mouse chr7 D3|7 50.4 cM	mouse chr7 D3|7 50.4 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	67669	Hikeshi
mouse chr16 A3|16 11.37 cM	mouse chr16 A3|16 11.37 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	11877	Arvcf
mouse chr1 H5|1 88.97 cM	mouse chr1 H5|1 88.97 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	15284	Hlx
mouse chr18 B1|18 18.76 cM	mouse chr18 B1|18 18.76 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13653	Egr1
mouse chr13 A3.3|13 14.0 cM	mouse chr13 A3.3|13 14.0 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	20719	Serpinb6a
mouse chr19 C3|19 38.19 cM	mouse chr19 C3|19 38.19 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	226153	Twnk
mouse chr1 D|1 47.34 cM	mouse chr1 D|1 47.34 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	21915	Dtymk
mouse chr5 G2|5 78.81 cM	mouse chr5 G2|5 78.81 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	17135	Mafk
mouse chr7 E2-E3|7 54.71 cM	mouse chr7 E2-E3|7 54.71 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	20866	Stim1
mouse chr11 D|11 61.05 cM	mouse chr11 D|11 61.05 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	246198	Mllt6
mouse chr5|5 C3.1-C3.2	mouse chr5|5 C3.1-C3.2	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14397	Gabra4
mouse chr16 A3|16 10.46 cM	mouse chr16 A3|16 10.46 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	22362	Vpreb1
mouse chr4 D2.2|4 63.43 cM	mouse chr4 D2.2|4 63.43 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	14077	Fabp3
mouse chr15 F3|15 57.4 cM	mouse chr15 F3|15 57.4 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	19411	Rarg
mouse chr6 F1|6 57.02 cM	mouse chr6 F1|6 57.02 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12122	Bid
mouse chr16 C1.1|16 33.79 cM	mouse chr16 C1.1|16 33.79 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	52575	Trmt10c
mouse chr5 E4-E5|5 48.95 cM	mouse chr5 E4-E5|5 48.95 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	72145	Wdfy3
mouse chr11 E1|11 68.81 cM	mouse chr11 E1|11 68.81 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13056	Cyb561
mouse chrX A1.3|X 16.18 cM	mouse chrX A1.3|X 16.18 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	18555	Cdk16
mouse chr15 F2|15 57.2 cM	mouse chr15 F2|15 57.2 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	16691	Krt8
mouse chr4 D2.3|4 64.54 cM	mouse chr4 D2.3|4 64.54 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	269587	Epb41
mouse chr6 C1|6 32.3 cM	mouse chr6 C1|6 32.3 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	74287	Kcmf1
mouse chr5 G3|5 89.52 cM	mouse chr5 G3|5 89.52 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	12190	Brca2
mouse chr12 F1|12 60.17 cM	mouse chr12 F1|12 60.17 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13386	Dlk1
mouse chr10 C1|10 38.49 cM	mouse chr10 C1|10 38.49 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	110279	Bcr
mouse chr5 A1|5 2.26 cM	mouse chr5 A1|5 2.26 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	79264	Krit1
mouse chr1 C3|1 38.17 cM	mouse chr1 C3|1 38.17 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	21961	Tns1
mouse chr16 C4|16 55.3 cM	mouse chr16 C4|16 55.3 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	13548	Dyrk1a
mouse chr12 C3|12 30.34 cM	mouse chr12 C3|12 30.34 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	20471	Six1
mouse chr11 E2|11 82.61 cM	mouse chr11 E2|11 82.61 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	53860	Sept9
mouse chr17 B1|17 18.43 cM	mouse chr17 B1|17 18.43 cM	0.0349563562653101	-3.35365495944734	1	1	0.00118343195266272	845	24173	193736	Zbtb12
