TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr4 A5|4 16.86 cM	mouse chr4 A5|4 16.86 cM	0.0293700996089704	-3.52777814225641	3	1	0.00418410041841004	239	24173	214944	Mob3b
mouse chr17 A3.3|17	mouse chr17 A3.3|17	0.0293700996089704	-3.52777814225641	3	1	0.00418410041841004	239	24173	68597	Ccdc167
mouse chr13 B1|13 28.4 cM	mouse chr13 B1|13 28.4 cM	0.0293700996089704	-3.52777814225641	3	1	0.00418410041841004	239	24173	13488	Drd1
mouse chr10 A4|10 12.26 cM	mouse chr10 A4|10 12.26 cM	0.0293700996089704	-3.52777814225641	3	1	0.00418410041841004	239	24173	18605	Enpp1
mouse chr11 E2|11 80.84 cM	mouse chr11 E2|11 80.84 cM	0.0293700996089704	-3.52777814225641	3	1	0.00418410041841004	239	24173	16470	Ush1g
mouse chr7 D2|7 45.65 cM	mouse chr7 D2|7 45.65 cM	0.0293700996089704	-3.52777814225641	3	1	0.00418410041841004	239	24173	14159	Fes
mouse chr17|17 B3	mouse chr17|17 B3	0.0353132281898876	-3.34349764898154	30	2	0.00836820083682008	239	24173	224792,224794	Adgrf5,Enpp4
mouse chr2 H1|2 75.41 cM	mouse chr2 H1|2 75.41 cM	0.0389679707793786	-3.24501523234015	4	1	0.00418410041841004	239	24173	14950	H13
mouse chr11 D|11 63.47 cM	mouse chr11 D|11 63.47 cM	0.0389679707793786	-3.24501523234015	4	1	0.00418410041841004	239	24173	14230	Fkbp10
mouse chr16 B4|16 28.44 cM	mouse chr16 B4|16 28.44 cM	0.0389679707793786	-3.24501523234015	4	1	0.00418410041841004	239	24173	56490	Zbtb20
mouse chr3|3 F2.3	mouse chr3|3 F2.3	0.0397525492932453	-3.22508130677484	32	2	0.00836820083682008	239	24173	14867,72023	Gstm6,Cyb561d1
mouse chr9	mouse chr9	0.0416756567750994	-3.17783809101896	322	7	0.0292887029288703	239	24173	16521,382117,22619,22688,15983,17920,21683	Kcnj5,Tcaim,Siae,Zfp26,Ifrd2,Myo6,Tecta
mouse chr12|12 C2	mouse chr12|12 C2	0.0420473216751256	-3.16895958840561	33	2	0.00836820083682008	239	24173	217666,56444	L2hgdh,Actr10
mouse chr12 F1|12 60.56 cM	mouse chr12 F1|12 60.56 cM	0.0484713285920009	-3.026782818896	5	1	0.00418410041841004	239	24173	26931	Ppp2r5c
mouse chr10 B2|10 22.89 cM	mouse chr10 B2|10 22.89 cM	0.0484713285920009	-3.026782818896	5	1	0.00418410041841004	239	24173	54198	Snx3
mouse chr18 D3|18	mouse chr18 D3|18	0.0484713285920009	-3.026782818896	5	1	0.00418410041841004	239	24173	66307	Isoc1
mouse chr7 A3|7 9.94 cM	mouse chr7 A3|7 9.94 cM	0.0484713285920009	-3.026782818896	5	1	0.00418410041841004	239	24173	19294	Nectin2
mouse chr5|5 C3.1	mouse chr5|5 C3.1	0.0516995432359822	-2.96230633240074	37	2	0.00836820083682008	239	24173	76261,79464	0610040J01Rik,Lias
mouse chr3|3 C	mouse chr3|3 C	0.0516995432359822	-2.96230633240074	37	2	0.00836820083682008	239	24173	212114,55994	Nhlrc3,Smad9
mouse chr12 C3|12 33.73 cM	mouse chr12 C3|12 33.73 cM	0.057881099882772	-2.84936437458717	6	1	0.00418410041841004	239	24173	20741	Sptb
mouse chr11 B3|11 43.21 cM	mouse chr11 B3|11 43.21 cM	0.057881099882772	-2.84936437458717	6	1	0.00418410041841004	239	24173	216874	Camta2
mouse chr6 A1|6 1.81 cM	mouse chr6 A1|6 1.81 cM	0.057881099882772	-2.84936437458717	6	1	0.00418410041841004	239	24173	12311	Calcr
mouse chr12|12	mouse chr12|12	0.0595778499202487	-2.8204714196216	573	10	0.0418410041841004	239	24173	217666,66912,66689,72658,78801,56444,70059,217935,382571,104732	L2hgdh,Bzw2,Klhl28,2700097O09Rik,Ak7,Actr10,Degs2,Wdr60,Kcnf1,Tedc1
mouse chr9|9 D	mouse chr9|9 D	0.0620543683113698	-2.77974436994856	41	2	0.00836820083682008	239	24173	235469,21778	Zfp280d,Tex9
mouse chr9|9 A5.2	mouse chr9|9 A5.2	0.0674735517556478	-2.69601958372971	43	2	0.00836820083682008	239	24173	270152,70661	Jaml,Sik3
mouse chr3|3 A3	mouse chr3|3 A3	0.070239951152989	-2.65583802508563	44	2	0.00836820083682008	239	24173	67120,72607	Ttc14,Usp13
mouse chr12|12 C1	mouse chr12|12 C1	0.0758813566998281	-2.57858425453077	46	2	0.00836820083682008	239	24173	72658,66689	2700097O09Rik,Klhl28
mouse chr15|15 D2	mouse chr15|15 D2	0.0764235450397232	-2.57146444913951	8	1	0.00418410041841004	239	24173	239510	Phf20l1
mouse chrX F3|X 68.46 cM	mouse chrX F3|X 68.46 cM	0.0855580276619812	-2.45856044713764	9	1	0.00418410041841004	239	24173	20591	Kdm5c
mouse chr7|7 B5	mouse chr7|7 B5	0.0855580276619812	-2.45856044713764	9	1	0.00418410041841004	239	24173	233276	Tubgcp5
mouse chr15 F1|15	mouse chr15 F1|15	0.0855580276619812	-2.45856044713764	9	1	0.00418410041841004	239	24173	668178	Mettl7a3
mouse chrX|X F1	mouse chrX|X F1	0.0875715433156817	-2.43529918180883	50	2	0.00836820083682008	239	24173	245622,14605	Fam199x,Tsc22d3
mouse chr17|17 A3.2	mouse chr17|17 A3.2	0.0936054189978549	-2.36866700189823	52	2	0.00836820083682008	239	24173	627111,224582	Vmn2r92,Vmn2r110
mouse chr2|2 F2	mouse chr2|2 F2	0.103557968880855	-2.26762373726086	11	1	0.00418410041841004	239	24173	241639	Fermt1
mouse chr5|5 G2	mouse chr5|5 G2	0.110117872203526	-2.2062039214196	184	4	0.0167364016736402	239	24173	54201,66455,78829,108086	Zfp316,Cnpy4,Tsc22d4,Rnf216
mouse chr11|11 A3.2	mouse chr11|11 A3.2	0.112425183738289	-2.18546731200792	12	1	0.00418410041841004	239	24173	14025	Bcl11a
mouse chr17|17 A2	mouse chr17|17 A2	0.121205051338802	-2.11027152850252	13	1	0.00418410041841004	239	24173	72057	Phf10
mouse chr9|9 F2	mouse chr9|9 F2	0.132018651831511	-2.02481206462405	64	2	0.00836820083682008	239	24173	107934,78267	Celsr3,Klhdc8b
mouse chr12|12 F2	mouse chr12|12 F2	0.138506163755687	-1.97684045069383	15	1	0.00418410041841004	239	24173	217935	Wdr60
mouse chr4|4 B2	mouse chr4|4 B2	0.138506163755687	-1.97684045069383	15	1	0.00418410041841004	239	24173	242466	Zfp462
mouse chr13	mouse chr13	0.143856048071284	-1.93894214557725	279	5	0.0209205020920502	239	24173	109700,544971,13488,17828,20963	Itga1,Bdp1,Drd1,Bloc1s5,Syk
mouse chr3|3 H1	mouse chr3|3 H1	0.147029097231392	-1.9171247714414	16	1	0.00418410041841004	239	24173	56376	Pdlim5
mouse chr5|5 E3	mouse chr5|5 E3	0.155468060918781	-1.8613149644802	17	1	0.00418410041841004	239	24173	97243	Naa11
mouse chr6|6 G2	mouse chr6|6 G2	0.163823878658317	-1.80896333883314	18	1	0.00418410041841004	239	24173	330440	Sult6b2
mouse chr5|5 B1	mouse chr5|5 B1	0.166250034803721	-1.7942623901005	74	2	0.00836820083682008	239	24173	74919,74254	Slc35f6,Gpn1
mouse chr17|17	mouse chr17|17	0.167903798768383	-1.78436408997065	797	11	0.0460251046025105	239	24173	383243,114570,224792,72057,224582,257908,627111,58217,50817,224794,57875	Olfr128,Crip3,Adgrf5,Phf10,Vmn2r110,Olfr115,Vmn2r92,Trem1,Capn15,Enpp4,Angptl4
mouse chr15|15	mouse chr15|15	0.168201996189027	-1.78258966356468	625	9	0.0376569037656904	239	24173	170719,106039,207911,54151,70152,239510,19355,393082,109270	Oxr1,Gga1,Mchr1,Cyhr1,Mettl7a1,Phf20l1,Rad1,Mettl7a2,Prr5
mouse chr11	mouse chr11	0.179755768652336	-1.71615619025429	550	8	0.0334728033472803	239	24173	18195,19324,21973,14230,16470,13543,216874,18750	Nsf,Rab1a,Top2a,Fkbp10,Ush1g,Dvl2,Camta2,Prkca
mouse chr8|8 B3.1	mouse chr8|8 B3.1	0.180289331558324	-1.71319232102643	20	1	0.00418410041841004	239	24173	59009	Sh3rf1
mouse chr4|4 C5	mouse chr4|4 C5	0.180289331558324	-1.71319232102643	20	1	0.00418410041841004	239	24173	320713	Mysm1
mouse chr2|2 F1	mouse chr2|2 F1	0.18745567436503	-1.67421286490586	80	2	0.00836820083682008	239	24173	192212,241633	Prom2,Atp8b4
mouse chr6|6 A3.1	mouse chr6|6 A3.1	0.188400574460492	-1.66918486769117	21	1	0.00418410041841004	239	24173	319832	Tmem229a
mouse chr17|17 C	mouse chr17|17 C	0.194606995571142	-1.63677316141212	82	2	0.00836820083682008	239	24173	58217,114570	Trem1,Crip3
mouse chr7|7 F3	mouse chr7|7 F3	0.195848861354294	-1.63041203275345	154	3	0.0125523012552301	239	24173	244219,210162,320683	Zfp668,Zkscan2,Zfp629
mouse chr8|8 C1	mouse chr8|8 C1	0.196431887083241	-1.62743953838274	22	1	0.00418410041841004	239	24173	76775	Slc10a7
mouse chr1	mouse chr1	0.198032538491885	-1.61932392597165	395	6	0.0251046025104603	239	24173	19775,11545,98403,67792,381293,18514	Xpr1,Parp1,Zfp451,Rgs8,Kif14,Pbx1
mouse chr12|12 F1	mouse chr12|12 F1	0.198195735277218	-1.61850017458708	83	2	0.00836820083682008	239	24173	70059,104732	Degs2,Tedc1
mouse chr1|1 E2.1	mouse chr1|1 E2.1	0.204384053814722	-1.58775443830097	23	1	0.00418410041841004	239	24173	20479	Vps4b
mouse chr15|15 F1	mouse chr15|15 F1	0.2162498566275	-1.53132079616459	88	2	0.00836820083682008	239	24173	393082,70152	Mettl7a2,Mettl7a1
mouse chr8|8 A2	mouse chr8|8 A2	0.230796733896949	-1.46621789567471	92	2	0.00836820083682008	239	24173	108043,23808	Chrnb3,Ash2l
mouse chr1|1 A3	mouse chr1|1 A3	0.235416682684261	-1.44639821715026	27	1	0.00418410041841004	239	24173	29819	Stau2
mouse chr3|3 F2.1	mouse chr3|3 F2.1	0.238094665087982	-1.43508693192269	94	2	0.00836820083682008	239	24173	319190,66471	Hist2h2be,Anp32e
mouse chr1|1 D	mouse chr1|1 D	0.241748245178192	-1.41985840350365	95	2	0.00836820083682008	239	24173	208727,227394	Hdac4,Slco4c1
mouse chr7|7 F1	mouse chr7|7 F1	0.242984619948085	-1.41475713003935	28	1	0.00418410041841004	239	24173	233789	Smg1
mouse chr17|17 B1	mouse chr17|17 B1	0.244869864009488	-1.40702837686495	173	3	0.0125523012552301	239	24173	257908,383243,57875	Olfr115,Olfr128,Angptl4
mouse chr15|15 E2	mouse chr15|15 E2	0.250477959188283	-1.38438434960065	29	1	0.00418410041841004	239	24173	109270	Prr5
mouse chr18|18 B2	mouse chr18|18 B2	0.250477959188283	-1.38438434960065	29	1	0.00418410041841004	239	24173	70791	Hars2
mouse chr12|12 A3	mouse chr12|12 A3	0.250477959188283	-1.38438434960065	29	1	0.00418410041841004	239	24173	66912	Bzw2
mouse chr16|16	mouse chr16|16	0.25817523624746	-1.35411671435794	521	7	0.0292887029288703	239	24173	74108,56175,22247,208158,12856,67203,17250	Parn,Bace2,Umps,Map6d1,Cox17,Nde1,Abcc1
mouse chr7|7 D2	mouse chr7|7 D2	0.265243765498459	-1.32710600601137	31	1	0.00418410041841004	239	24173	11778	Ap3s2
mouse chrX|X E3	mouse chrX|X E3	0.265243765498459	-1.32710600601137	31	1	0.00418410041841004	239	24173	279653	Pcdh19
mouse chr18|18 A2	mouse chr18|18 A2	0.265243765498459	-1.32710600601137	31	1	0.00418410041841004	239	24173	59057	Zfp24
mouse chr5|5	mouse chr5|5	0.272492158881844	-1.30014544003837	987	12	0.0502092050209205	239	24173	75560,231724,54201,78829,79464,108086,97243,280662,66455,76261,74919,74254	Ep400,Rad9b,Zfp316,Tsc22d4,Lias,Rnf216,Naa11,Afm,Cnpy4,0610040J01Rik,Slc35f6,Gpn1
mouse chr19|19 B	mouse chr19|19 B	0.279719874264092	-1.27396662565289	33	1	0.00418410041841004	239	24173	225998	Rorb
mouse chr10|10 B1	mouse chr10|10 B1	0.279719874264092	-1.27396662565289	33	1	0.00418410041841004	239	24173	103511	Calhm5
mouse chr4|4 D3	mouse chr4|4 D3	0.285677495233431	-1.2528917434695	107	2	0.00836820083682008	239	24173	74552,74326	Nipal3,Hnrnpr
mouse chr1|1 H6	mouse chr1|1 H6	0.28685106523696	-1.24879213437322	34	1	0.00418410041841004	239	24173	215193	Utp25
mouse chr13|13 A3.3	mouse chr13|13 A3.3	0.28685106523696	-1.24879213437322	34	1	0.00418410041841004	239	24173	19134	Prpf4b
mouse chr1|1 C2	mouse chr1|1 C2	0.28685106523696	-1.24879213437322	34	1	0.00418410041841004	239	24173	227195	Ino80d
mouse chr4|4	mouse chr4|4	0.289381030233862	-1.24001101553764	1002	12	0.0502092050209205	239	24173	75426,16650,74326,72354,56079,66290,74552,242466,260305,100045778,320713,242297	Igfbpl1,Kpna6,Hnrnpr,Ttc4,Astn2,Atp6v1g1,Nipal3,Zfp462,Nphp4,Rnf223,Mysm1,Fam110b
mouse chr4|4 E2	mouse chr4|4 E2	0.296641364814989	-1.2152313957017	110	2	0.00836820083682008	239	24173	100045778,260305	Rnf223,Nphp4
mouse chr10|10 C2	mouse chr10|10 C2	0.300903206240584	-1.2009666399008	36	1	0.00418410041841004	239	24173	237436	Gas2l3
mouse chr18|18 E3	mouse chr18|18 E3	0.300903206240584	-1.2009666399008	36	1	0.00418410041841004	239	24173	269037	Ctif
mouse chr8|8	mouse chr8|8	0.301848813663376	-1.19782900396649	826	10	0.0418410041841004	239	24173	23808,67443,66714,68718,244650,108043,382056,270084,76775,59009	Ash2l,Map1lc3b,4921524J17Rik,Rnf166,Phlpp2,Chrnb3,Crtc1,Lpcat2,Slc10a7,Sh3rf1
mouse chr16|16 C4	mouse chr16|16 C4	0.307825530202343	-1.17822211688986	37	1	0.00418410041841004	239	24173	56175	Bace2
mouse chr19|19 D2	mouse chr19|19 D2	0.314679594621009	-1.15620031774803	38	1	0.00418410041841004	239	24173	73442	Hspa12a
mouse chrX|X C3	mouse chrX|X C3	0.314679594621009	-1.15620031774803	38	1	0.00418410041841004	239	24173	236904	Klhl15
mouse chr8|8 C3	mouse chr8|8 C3	0.321466069724756	-1.13486327827748	39	1	0.00418410041841004	239	24173	66714	4921524J17Rik
mouse chr9|9 A1	mouse chr9|9 A1	0.321466069724756	-1.13486327827748	39	1	0.00418410041841004	239	24173	77116	Mtmr2
mouse chr8|8 C5	mouse chr8|8 C5	0.321466069724756	-1.13486327827748	39	1	0.00418410041841004	239	24173	270084	Lpcat2
mouse chr15|15 E1	mouse chr15|15 E1	0.322112379056338	-1.13285479104466	117	2	0.00836820083682008	239	24173	207911,106039	Mchr1,Gga1
mouse chr7|7 E2	mouse chr7|7 E2	0.328185619275988	-1.11417591823925	40	1	0.00418410041841004	239	24173	75212	Rnf121
mouse chr3|3 E1	mouse chr3|3 E1	0.341426564347006	-1.07462266161074	42	1	0.00418410041841004	239	24173	72162	Dhx36
mouse chr13|13 A1	mouse chr13|13 A1	0.341426564347006	-1.07462266161074	42	1	0.00418410041841004	239	24173	66505	Zmynd11
mouse chr3|3 B	mouse chr3|3 B	0.35440761105732	-1.03730758458644	44	1	0.00418410041841004	239	24173	241943	Ccdc144b
mouse chr4|4 A1	mouse chr4|4 A1	0.35440761105732	-1.03730758458644	44	1	0.00418410041841004	239	24173	242297	Fam110b
mouse chr7|7 F2	mouse chr7|7 F2	0.35440761105732	-1.03730758458644	44	1	0.00418410041841004	239	24173	246190	Otoa
mouse chr2|2 E1	mouse chr2|2 E1	0.354506753738078	-1.0370278817441	126	2	0.00836820083682008	239	24173	56348,258815	Hsd17b12,Olfr1218
mouse chr9|9 F3	mouse chr9|9 F3	0.360802263977685	-1.01942521593064	45	1	0.00418410041841004	239	24173	382111	Susd5
mouse chr8|8 E1	mouse chr8|8 E1	0.361635253062947	-1.01711916333852	128	2	0.00836820083682008	239	24173	68718,67443	Rnf166,Map1lc3b
mouse chr19|19 A	mouse chr19|19 A	0.378662999493732	-0.971108652851611	315	4	0.0167364016736402	239	24173	16973,56275,225849,22668	Lrp5,Rbm14,Ppp2r5b,Sf1
mouse chr15|15 B3.1	mouse chr15|15 B3.1	0.379610231832453	-0.968610258361856	48	1	0.00418410041841004	239	24173	170719	Oxr1
mouse chr6|6 C1	mouse chr6|6 C1	0.385756269335587	-0.952549535542776	49	1	0.00418410041841004	239	24173	414084	Tnip3
mouse chr15|15 A1	mouse chr15|15 A1	0.385756269335587	-0.952549535542776	49	1	0.00418410041841004	239	24173	19355	Rad1
mouse chr6|6 A3.3	mouse chr6|6 A3.3	0.385756269335587	-0.952549535542776	49	1	0.00418410041841004	239	24173	232679	Zc3hc1
mouse chr4|4 C7	mouse chr4|4 C7	0.385756269335587	-0.952549535542776	49	1	0.00418410041841004	239	24173	72354	Ttc4
mouse chr16	mouse chr16	0.389775200501232	-0.942185115017161	227	3	0.0125523012552301	239	24173	22042,56490,12394	Tfrc,Zbtb20,Runx1
mouse chr2|2 G3	mouse chr2|2 G3	0.391841671890474	-0.936897419019126	50	1	0.00418410041841004	239	24173	74533	Gzf1
mouse chr5|5 E1	mouse chr5|5 E1	0.397867035251749	-0.921637411797655	51	1	0.00418410041841004	239	24173	280662	Afm
mouse chr13|13 B3	mouse chr13|13 B3	0.397867035251749	-0.921637411797655	51	1	0.00418410041841004	239	24173	72061	Aopep
mouse chr16|16 A3	mouse chr16|16 A3	0.403832949310212	-0.906753978338704	52	1	0.00418410041841004	239	24173	208158	Map6d1
mouse chr2|2 A1	mouse chr2|2 A1	0.415588760201571	-0.878059064873572	54	1	0.00418410041841004	239	24173	209630	Frmd4a
mouse chr3|3 G1	mouse chr3|3 G1	0.415588760201571	-0.878059064873572	54	1	0.00418410041841004	239	24173	229780	Trmt13
mouse chr7|7 F4	mouse chr7|7 F4	0.427113709229952	-0.850705003242105	56	1	0.00418410041841004	239	24173	76484	Kndc1
mouse chr14|14 C3	mouse chr14|14 C3	0.427113709229952	-0.850705003242105	56	1	0.00418410041841004	239	24173	71330	Rcbtb1
mouse chr9|9	mouse chr9|9	0.436694487636063	-0.828521441340926	1027	11	0.0460251046025105	239	24173	70661,235469,214425,77116,78267,382111,235300,270152,21778,107934,382062	Sik3,Zfp280d,Cilp,Mtmr2,Klhdc8b,Susd5,Tmem136,Jaml,Tex9,Celsr3,AB124611
mouse chr12	mouse chr12	0.437209215256112	-0.827343445005934	245	3	0.0125523012552301	239	24173	52504,26931,20741	Cenpo,Ppp2r5c,Sptb
